Page Name,Codename,URL,Beginning Of Interval,Complete,Page Likes,Page Like Growth,Post Count,Total Interactions,Interaction Growth,Interaction Rate,Comments,Shares,Total Reactions (including Likes),Likes,Angry,Haha,Wow,Sad,Love,Photo Posts,Photo Interactions,Photo Interaction Rate,Link Posts,Link Interactions,Link Interaction Rate,Status Posts,Status Interactions,Status Interaction Rate,Facebook Video Posts (excluding Live),Facebook Video Interactions (excluding Live),Facebook Video Interaction Rate (excluding Live),Facebook Live Video Posts,Facebook Live Interactions,Facebook Live Interaction Rate,Owned Facebook Video Posts (FB Video and Live),Owned Video Views (FB Video and Live),Owned Video Views from Page Posts (FB Video and Live),Owned Video Views (FB Video),Owned Video Views (FB Live),Owned Video Views from Shares (FB Video and Live),Videos Shared by Page (not included in Owned Videos),Video Views on Videos Shared by Page,Other Video Posts,Other Video Interactions,Other Video Interaction Rate,YouTube Posts,YouTube Interactions,YouTube Interaction Rate
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-06-23 0:00:00,Yes,0,0.00%,1,4,33.33%,NA,1,0,3,3,0,0,0,0,0,0,0,NA,1,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-06-24 0:00:00,Yes,0,0.00%,1,1,-75.00%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-06-27 0:00:00,Yes,0,0.00%,2,7,600.00%,NA,4,0,3,3,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,6,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-06-28 0:00:00,Yes,0,0.00%,1,8,14.29%,NA,0,4,4,4,0,0,0,0,0,0,0,NA,0,0,NA,1,8,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-06-30 0:00:00,Yes,0,0.00%,3,10,25.00%,NA,2,0,8,8,0,0,0,0,0,0,0,NA,1,1,0.00%,1,5,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,4,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-01 0:00:00,Yes,0,0.00%,1,6,-40.00%,NA,3,0,3,3,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,6,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-07 0:00:00,Yes,0,0.00%,1,3,-50.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-08 0:00:00,Yes,0,0.00%,2,4,33.33%,NA,1,0,3,3,0,0,0,0,0,0,0,NA,2,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-12 0:00:00,Yes,0,0.00%,2,2,-50.00%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-18 0:00:00,Yes,0,0.00%,1,9,350.00%,NA,0,3,6,6,0,0,0,0,0,0,0,NA,1,9,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-20 0:00:00,Yes,0,0.00%,2,6,-33.33%,NA,1,0,5,5,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,4,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-21 0:00:00,Yes,0,0.00%,1,2,-66.67%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,2,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-23 0:00:00,Yes,0,0.00%,1,20,900.00%,NA,5,4,11,11,0,0,0,0,0,1,20,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-25 0:00:00,Yes,0,0.00%,2,37,85.00%,NA,1,15,21,21,0,0,0,0,0,1,32,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,5,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-27 0:00:00,Yes,0,0.00%,2,3,-91.89%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,1,0.00%,1,2,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-28 0:00:00,Yes,0,0.00%,2,3,0.00%,NA,0,0,3,3,0,0,0,0,0,0,0,NA,1,1,0.00%,1,2,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-07-29 0:00:00,Yes,0,0.00%,1,3,0.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-11 0:00:00,Yes,0,0.00%,1,2,-33.33%,NA,0,0,2,2,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-12 0:00:00,Yes,0,0.00%,1,2,0.00%,NA,0,0,2,2,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-16 0:00:00,Yes,0,0.00%,2,3,50.00%,NA,0,0,3,3,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,2,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-17 0:00:00,Yes,0,0.00%,1,2,-33.33%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-18 0:00:00,Yes,0,0.00%,3,4,100.00%,NA,2,0,2,2,0,0,0,0,0,0,0,NA,3,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-19 0:00:00,Yes,0,0.00%,2,3,-25.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,2,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-20 0:00:00,Yes,0,0.00%,1,2,-33.33%,NA,0,0,2,2,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-22 0:00:00,Yes,0,0.00%,3,5,150.00%,NA,0,0,5,5,0,0,0,0,0,0,0,NA,3,5,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-23 0:00:00,Yes,0,0.00%,2,12,140.00%,NA,0,2,10,10,0,0,0,0,0,0,0,NA,0,0,NA,1,10,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,2,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-24 0:00:00,Yes,0,0.00%,1,2,-83.33%,NA,0,0,2,2,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-28 0:00:00,Yes,0,0.00%,1,1,-50.00%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-29 0:00:00,Yes,0,0.00%,2,4,300.00%,NA,2,0,2,2,0,0,0,0,0,0,0,NA,2,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-30 0:00:00,Yes,0,0.00%,3,18,350.00%,NA,3,7,8,8,0,0,0,0,0,0,0,NA,2,17,0.00%,1,1,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-08-31 0:00:00,Yes,0,0.00%,3,2,-88.89%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,3,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-01 0:00:00,Yes,0,0.00%,2,1,-50.00%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-02 0:00:00,Yes,0,0.00%,4,7,600.00%,NA,2,0,5,5,0,0,0,0,0,0,0,NA,2,5,0.00%,1,1,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-05 0:00:00,Yes,0,0.00%,4,4,-42.86%,NA,0,0,4,4,0,0,0,0,0,0,0,NA,2,2,0.00%,1,1,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-06 0:00:00,Yes,0,0.00%,2,3,-25.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,0,0.00%,1,3,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-07 0:00:00,Yes,0,0.00%,2,3,0.00%,NA,0,0,3,3,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,2,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-08 0:00:00,Yes,0,0.00%,1,1,-66.67%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-09 0:00:00,Yes,0,0.00%,3,3,200.00%,NA,0,0,3,3,0,0,0,0,0,0,0,NA,3,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-12 0:00:00,Yes,0,0.00%,2,2,-33.33%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,1,0,0.00%,1,2,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-13 0:00:00,Yes,0,0.00%,3,10,400.00%,NA,2,2,6,6,0,0,0,0,0,0,0,NA,3,10,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-14 0:00:00,Yes,0,0.00%,3,10,0.00%,NA,5,0,5,5,0,0,0,0,0,0,0,NA,3,10,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-15 0:00:00,Yes,0,0.00%,2,3,-70.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-16 0:00:00,Yes,0,0.00%,1,1,-66.67%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-18 0:00:00,Yes,0,0.00%,1,3,200.00%,NA,2,0,1,1,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-20 0:00:00,Yes,0,0.00%,1,4,33.33%,NA,3,0,1,1,0,0,0,0,0,0,0,NA,1,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-21 0:00:00,Yes,0,0.00%,1,4,0.00%,NA,3,0,1,1,0,0,0,0,0,0,0,NA,0,0,NA,1,4,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-23 0:00:00,Yes,0,0.00%,1,4,0.00%,NA,3,0,1,1,0,0,0,0,0,0,0,NA,1,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-26 0:00:00,Yes,0,0.00%,2,3,-25.00%,NA,0,0,3,3,0,0,0,0,0,0,0,NA,2,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-27 0:00:00,Yes,0,0.00%,1,4,33.33%,NA,1,0,3,3,0,0,0,0,0,0,0,NA,1,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-09-29 0:00:00,Yes,0,0.00%,2,5,25.00%,NA,2,0,3,3,0,0,0,0,0,0,0,NA,2,5,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-05 0:00:00,Yes,0,0.00%,2,1,-80.00%,NA,0,1,0,0,0,0,0,0,0,0,0,NA,2,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-07 0:00:00,Yes,0,0.00%,1,2,100.00%,NA,1,0,1,1,0,0,0,0,0,0,0,NA,1,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-10 0:00:00,Yes,0,0.00%,1,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-11 0:00:00,Yes,0,0.00%,1,7,0.00%,NA,3,0,4,4,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,7,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-14 0:00:00,Yes,0,0.00%,2,1,-85.71%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,2,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-17 0:00:00,Yes,0,0.00%,1,1,0.00%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-18 0:00:00,Yes,0,0.00%,1,3,200.00%,NA,3,0,0,0,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-10-20 0:00:00,Yes,0,0.00%,3,7,133.33%,NA,3,0,4,4,0,0,0,0,0,0,0,NA,3,7,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-06 0:00:00,Yes,0,0.00%,1,1,-85.71%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-08 0:00:00,Yes,0,0.00%,1,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-09 0:00:00,Yes,0,0.00%,1,1,0.00%,NA,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-11 0:00:00,Yes,0,0.00%,1,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-16 0:00:00,Yes,0,0.00%,1,3,0.00%,NA,2,0,1,1,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-17 0:00:00,Yes,0,0.00%,1,1,-66.67%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-18 0:00:00,Yes,0,0.00%,2,1,0.00%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,2,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-22 0:00:00,Yes,0,0.00%,1,1,0.00%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-23 0:00:00,Yes,0,0.00%,2,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-27 0:00:00,Yes,0,0.00%,2,5,0.00%,NA,2,0,3,3,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,5,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-28 0:00:00,Yes,0,0.00%,1,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-11-29 0:00:00,Yes,0,0.00%,1,0,0.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-01 0:00:00,Yes,0,0.00%,1,0,0.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-02 0:00:00,Yes,0,0.00%,1,1,0.00%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-05 0:00:00,Yes,0,0.00%,4,5,400.00%,NA,5,0,0,0,0,0,0,0,0,0,0,NA,4,5,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-07 0:00:00,Yes,0,0.00%,3,0,-100.00%,NA,0,0,0,0,0,0,0,0,0,0,0,NA,3,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-08 0:00:00,Yes,0,0.00%,3,3,0.00%,NA,1,0,2,2,0,0,0,0,0,0,0,NA,1,0,0.00%,1,2,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-11 0:00:00,Yes,0,0.00%,1,3,0.00%,NA,3,0,0,0,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-12 0:00:00,Yes,0,0.00%,1,108,3500.00%,NA,4,80,24,23,0,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,108,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-13 0:00:00,Yes,0,0.00%,3,3,-97.22%,NA,2,1,0,0,0,0,0,0,0,0,0,NA,2,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-14 0:00:00,Yes,0,0.00%,3,2,-33.33%,NA,2,0,0,0,0,0,0,0,0,0,0,NA,3,2,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-15 0:00:00,Yes,0,0.00%,1,3,50.00%,NA,0,1,2,2,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-16 0:00:00,Yes,0,0.00%,2,1,-66.67%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-18 0:00:00,Yes,0,0.00%,2,3,200.00%,NA,2,0,1,1,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-19 0:00:00,Yes,0,0.00%,1,3,0.00%,NA,2,0,1,1,0,0,0,0,0,0,0,NA,1,3,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-20 0:00:00,Yes,0,0.00%,2,4,33.33%,NA,1,1,2,2,0,0,0,0,0,0,0,NA,1,0,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,4,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-21 0:00:00,Yes,0,0.00%,2,4,0.00%,NA,2,0,2,2,0,0,0,0,0,0,0,NA,2,4,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-22 0:00:00,Yes,0,0.00%,1,1,-75.00%,NA,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2011-12-23 0:00:00,Yes,0,0.00%,3,6,500.00%,NA,5,0,1,1,0,0,0,0,0,0,0,NA,3,6,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
